ID,Project,Subject,"Change Order #","Client CO #","Invoice #",Actions,Status,Total,"Paid Total",Balance,"Scope of Work",Exclusion,"Labor Breakdown_type","Labor Breakdown_quantity","Labor Breakdown_hours","Labor Breakdown_rate","Material Breakdown_type","Material Breakdown_quantity","Material Breakdown_unit","Material Breakdown_rate","Equipment Breakdown_type","Equipment Breakdown_quantity","Equipment Breakdown_unit","Equipment Breakdown_rate"
3674,18-025-nordstrom,"Ticket 3635 1790",309,308,,Paid,Closed,4140,4140,0,"Ticket 3635 1790
Provide labour and material to demo the nib and soffit in the washroom and drybar and rebuild to new dimension.
As per email from Tomas 8/27

2 Carpenters 8hrs, 16hrs $2640
1 taper 6hrs $960
Material $540

Total $4140",,,,,,,,,,,,,
3676,18-025-nordstrom,"Ticket 3636 1790",310,309,,Paid,Closed,2620,2620,0,"Ticket 3636 1790
Provide labour and material to laminate column next to entry of drybar and tidy up miscelaneus corners. As per instructions of Tomas
E-Mail 8/27
1 Carpenter 8hrs, $1320
1 taper 6 hrs, $960
Material $340
Total $2620",,,,,,,,,,,,,
3678,18-025-nordstrom,"Ticket 3637 225",311,310,,Paid,Closed,12120,12120,0,"Ticket 3637
225 
Provide labour and material to build 2hr rated enclosure around duct work in stock room  5-10B 
Fire rated access door had to be installed 2' x 2'
8/26 2 Carpenters 10, 20hrs
8/27 2 Carpenters 10hrs, 20hrs
8/28 2 Carpenters 8hrs, 16hrs
1 Taper 8hrs

Carpenters 56hrs $9240
Taper 8hrs $1280
Material $1600

Total $12120",,,,,,,,,,,,,
3680,18-025-nordstrom,"Ticket 36381790",312,311,,Paid,Closed,0,0,0,"Ticket 3638 1790 
Provide labour and material to reframe and patch for Fox Rael, A+L and LV Vendors

8/16 5 Capenters 8hrs, 40hrs
8/17 9 Carpenters 10hrs on OT, 90hrs 
8/19 2 Carpenters 10hrs, 20hrs
8/20 5 Carpenters 10hrs, 50hrs
8/21 5 Carpenters 10hrs, 50hrs
8/22 4 Carpenters 8hrs, 32hrs

192 Carpenter hours, $31680
90 OT Carpenter hours, $20250
Material $6000
Total $57930",,,,,,,,,,,,,
3682,18-025-nordstrom,"Ticket 3639 1790",313,312,,Paid,Closed,0,0,0,"Ticket 3639 1790
Provide Labour and material to patch after Rael,H+L AND LV Vendors and fixtures to be cut

8/16 2 tapers 10hrs, 20hrs
8/17 7 tapers 10hrs on OT, 70hrs
8/19 5 tapers 10hrs, 50hrs
8/20 4 Tapers 10hrs, 40hrs
8/21 6 tapers 10hrs, 60hrs
8/22 4 tapers 8hrs, 32hrs

202 Taper hours, $32320

70 Taper Hours on ot, $15050

Material $1000

Total $48370
",,,,,,,,,,,,,
3684,18-022-10th-floor-corridors,"Horizontal Bead",26,26,,Paid,Closed,10040,10040,0,"Provide labor and material to install horizontal bead at west side of lobby per 3 sketches provided
Carpentry= $5740
Taping= $2800
Material/ Delivery= $1500
Total= $10040
","protection/ clean up",,,,,,,,,,,,
3685,18-048-riverbank-560-west-43rd-street,"Ticket #8921 3656",71,8921,,Paid,Closed,2840,2840,0,"1 carpenter cuting out sheetrock in apartment 39A in the bathroom to turn it into a shower stall and building curb. Install new dura rock and fix patch on floor below
1 carp 8 hours= $1320
1 taper 7 hours = $1120
Material= $400
Total= $2840
",,,,,,,,,,,,,
3687,19-016-hps-investment-partners,"Ticket #2030",16,2030,,,Open,1888,0,1888,"8/3/19 ticket #2030
As per JTM work OT in gym area and other miscellaneous work
4 carp 8 hours= 32 x $59= $1888
premium",,,,,,,,,,,,,
3688,19-016-hps-investment-partners,"Ticket #2029",17,2029,,,Open,2832,0,2832,"7/27 work
As per JTM work OT on Sat to expedite job on 6 +7
6 carp 8 hours each=
48 x $59= $2832",,,,,,,,,,,,,
3693,18-025-nordstrom,"Ticket 3605 225",314,,,Paid,Closed,4260,4260,0,"Ticket 3605 225
Provide labor and material to build chase wall in corridor 4-07,

2 carpenters 8hrs each, $2640
1 taper 7hrs, $1120
Material $500

Total $4260",,,,,,,,,,,,,
3694,18-025-nordstrom,"Ticket 3637 225",315,314,,Paid,Closed,11906,11906,0,"Ticket 3637 225
Provide labour and material to build 2hr Rated enclosure around duct work in stock room 5-10B
Fire rated access door had to be installed, not on drawings
8/26 2 Carpenters 10hrs
8/27 2 carpenters 10hrs
8/28 2 Carpenters 8hrs
$9240
1 taper 8hrs
$1280
Material $1386
Total",,,,,,,,,,,,,
3696,18-025-nordstrom,"Ticket 3526 1776",316,315,,Paid,Closed,6500,6500,0,"Ticket 3526 1776
Provide labour and material to build additional sloped ceiling under the stair on the 1 st floor of 1776.
The ceiling had reccessed lights and had to be installed in a section of the flat ceiling. A door was also added 1-04
Done on OT as per Frank

2 Carpenters 10hrs each, 20 hrs OT $4100
1 Taper 8hrs, $1600
Material $800
Total $6500",,,,,,,,,,,,,
3698,18-025-nordstrom,"Bulletin 130 ",317,316,,Paid,Closed,22666,22666,0,"Bulletin 130
225
4-07 Build chase wall,
Picked up in Ticket 3605
$4,260.00

Stock 5-10B: Add 2 HR rated enclosure at mechanical, 
Picked up in ticket 3637
$11,906.00

1776 1st floor
1-04, Add sloped ceiling,
Picked up in ticket 3526
$$6,500.00

Total $22,666",,,,,,,,,,,,,
3699,18-025-nordstrom,"Ticket 3522",318,317,,Paid,Closed,31350,31350,0,"Ticket 3522 1776
Provide labour and material for patching due to sprinkler lights and duct work all in preparation for TCO
7-24 2 Men 10Hrs ea,
7-25 2 Men 10Hrs ea
7-26 2 Men 10Hrs ea
7-27 2 Men 10Hrs ea
7-28 2 Men 10Hrs ea
7-29 2 Men 10Hrs ea
7-30 2 Men 10Hrs ea
7-31 1 Men 10Hrs 
8-1 2 Men 10Hrs ea
8-2 2 Men 10Hrs ea

190hrs total
$31,350",,,,,,,,,,,,,
3706,19-016-hps-investment-partners,"Ticket #2028",18,2028,,,Open,3240,0,3240,"Ticket #2028 8/3/19
As per JTM have 1 carpenter and 1 taper to patch and spackle after plumbing work finish on 6th floor
1 carp 8 hours x $205= $1640
1 taper 7 hours x $200= $1400
Material= $200
Total= $3240",,,,,,,,,,,,,
3708,19-016-hps-investment-partners,"Ticket #2027",19,2027,,,Open,1435,0,1435,"Ticket #2027 8/2/19
AS per JTM have 1 carpeneter stay OT (friday night) to cut holes in bathroom on 5th floor for plumbing work
1 carp 7 hours x $205= $1435",,,,,,,,,,,,,
3715,18-028-1-wall-street,"#1000 Install Guardrails",35,1000,,,Open,12360,0,12360,"Provide labor and material to install guardrails per JTMs request, most material will need to be carried up from 47th floor
2 carp 32 hours = 64 x $165= $10560
Material= $1800
Total= $12360",,,,,,,,,,,,,
3716,19-002-cit-11w-42nd-street,"cut out drywall at base to accept wood base",49,49,,,Open,13500,0,13500,"provide labor and material to accept wood base.
we then need to bead and tape

1 carp 40 hours x $165= $6600
1 taper 40 hours x $160= $6400
Material= $500
Total= $13500",,,,,,,,,,,,,
3717,19-020-1199-seiu-funds,"Furr out wall as per RFI 162",10,162,,,Open,1665,0,1665,"Provide labor and material to furr out wall as per RFI #162 for UPS Panel
1 carp 5 hours x $165= $825
1 taper 4 hours x $160= $640
Material= $200
Total= $1665",,,,,,,,,,,,,
3718,19-020-1199-seiu-funds,"Laminate and Furr where necessary to upgrade perimeter walls 8,9,10",11,11,,Paid,Closed,146800,146800,0,"Provide labor and material to laminate and furr where necessary to upgrade perimeter walls on 8,9,10 per marked up drawings by JRM
8th floor= 294LF= $23,520
9th floor= 466LF= $37,280
10th floor= 580LF= $46,400
Total= $107,200

8th= 58 corners= $4350
9th= 92 corners= $6900
10th floor= 118 corners= $8850
Total= $20,100

Provide labor and material to add additional furring lamination perimeters on 8,9,10 per email on 9/23
8th floor=35 LF= $2800
9th floor= 115LF= $9200
10th Floor=45LF= $3600
Total= $15,600

8th floor= 8 corner guards= $600
9th floor= 28 corner guards= $2100
10th Floor= 16 corner guards= $1200
Total= $3900

Total= $107,200+ $20,100+ $15,600 + $3,900= $146,800",,,,,,,,,,,,,
3719,18-048-riverbank-560-west-43rd-street,"Ticket #8925 3659",72,8925,,Paid,Closed,4765,4765,0,"Ticket #8925 3659 8/29 work

2 carpenters remove temp electric door on closet on the 21. no floor and reinstall new doors or hardware.
2 carp 7 hours each= 14 hours
1 carpenter install additional signage in trash rooms= 1 carp 7 hours
1 carpenter sheetrock existing soffit on the 42nd floor    1 carp 4 hours
1 taper 5 hours
carpenter hours total= 25= $4125
taper hours total= 4= $640
Total= $4765",,,,,,,,,,,,,
3728,18-025-nordstrom,"To Cancel out Bulletin 130, Not Change Order",319,318,,Paid,Closed,-22666,-22666,0,"To Cancel out Bulletin 130, Not Change Order",,,,,,,,,,,,,
3730,19-009-mendez-mount-750-7th-ave,"Remove H.M frame and create trimmed opening at pantry",18,18,,Paid,Closed,1995,1995,0,"Provide labor and material to remove hollow metal frame and create trimmed opening at pantry
carpentry= 7 hours x $165= $1155
Taping= 4 hours x $160= $640
Material= $250
Total= $1995",,,,,,,,,,,,,
3731,19-009-mendez-mount-750-7th-ave,"Set up Scaffold to Install ceiling grid and tile at staricase",19,19,,Paid,Closed,8000,8000,0,"provide labor and material to set up scaffold for our use to install ceiling grid and tile at staircase
labor= $6500
Material= $1500
Total= $8000
",,,,,,,,,,,,,
3732,19-009-mendez-mount-750-7th-ave,"Extend walls in multiple locations on 23 &amp;24 to accommodate ceiling grid",20,20,,Paid,Closed,2420,2420,0,"provide labor and material to extend walls in multiple locations on 23 &amp;24 floors to accommodate ceiling grid
1 carp 8 hours= $1320
1 taper 5 hours x $160= $800
Material= $300
Total= $2420",,,,,,,,,,,,,
3733,19-009-mendez-mount-750-7th-ave,"Build new partition at IT Suite on 23rd floor per BMI request",21,21,,Paid,Closed,3865,3865,0,"provide labor and material to build new partition at IT suite on 23rd floor per BMI request
1 carp 14 hours x $165= $3210
1 taper 7 hours x $160= $1155
Material= $400
Total= $3865",,,,,,,,,,,,,
3734,19-009-mendez-mount-750-7th-ave,"Remove and Relocate door and frame at library ",22,22,,Paid,Closed,3700,3700,0,"Provide labor and material to remove and relocate door and frame at library to accommodate drinking fountain, then re-frame and Sheetrock old opening
Carp= 14 hours x $165= $2310
taping= 6 hours x $160= $990
material= $400
Total= $3700",,,,,,,,,,,,,
3742,19-018-lasdon-house-420-e-70th-street,"structural framing engineering",5,5,,Paid,Closed,1750,1750,0,"structural framing engineering
add floor plan= $300
$1450
Total= $1750",,,,,,,,,,,,,
3743,19-011-alamo,"Target Demising Wall",12,12,,Paid,Closed,3445,3445,0,"Target Demising Wall

8/22- 1 carp 2 hours
8/23- 2 carp 3 hours 1 taper 2 hours
8/26- 2 carp 4.5 hours 1 taper 2 hours

Carpentry= 17 hours x $165= $2805
Taping= 4 hours x $160= $640
Total= $3445
",,,,,,,,,,,,,
3744,19-011-alamo,"Ceiling repairs in new sales area",13,13,,Paid,Closed,2570,2570,0,"Ceiling repairs in new sales area
8/21= 2 tapers 5 hours=10 hours
8/22= 1 taper 2 hours
8/26=1 taper 2 hours 1 carpenter 2 hours

Taping= 14 hours x $160= $2240
1 carp 2 hours x $165= $330
Total= $2570",,,,,,,,,,,,,
3745,19-024-century-21-phase-2,"Ceiling Repairs in new sales area",3,3,,Paid,Closed,820,820,0,"8/26= patch around duct 1 carp 5 hours
tape around duct mechanical room= 4 hours
8/27= second coat around duct 1 hour

Carpentry= 5 hours x $165=$825
Taping= 5 hours x $160= $800
Total= $1625",,,,,,,,,,,,,
3746,19-011-alamo,"Cafeteria Walls &amp; Freight Opening",14,14,,,Open,1610,0,1610,"Cafeteria Walls &amp; Freight Opening
8/27- 4th floor break room= taping 3 hours
4th floor freight opening= 1 carp 2 hours 1 taper 3 hours
8/28-  taping 2 hours

Taping= 8 hours x $160= $1280
Carpentry= 2 hours x $165= $330
Total= $1610",,,,,,,,,,,,,
3748,18-028-1-wall-street,"Relocating Shante",101,101,,,Open,3780,0,3780,"Provide labor and material to do on Sat 9/14 relocating shante per Georges Request
2 carp 8 hours each= $3280
Material= $500
Total= $3780",,,,,,,,,,,,,
3751,18-025-nordstrom,"Bar Verde Bulletin 12",320,319,,Paid,Closed,5940,5940,0,"Bulletin 12 Bar Verde
Provide labour and material to change the location of the sign opening to align center with the TV opening,
2 Carpenters x 2 days = $4620
1 Taper x 1 day = $1120
Material $200
Total $5940",,,,,,,,,,,,,
3752,19-004-50-hudson-yards-bathroom-mockup,"Cut and Resheetrock Bathroom ceilings",6,6,,Paid,Closed,8500,8500,0,"provide labor and material to clean up cuts and resheetrock bathroom ceilings and rough tape on 9/14 per marios request
$8500",,,,,,,,,,,,,
3765,19-002-cit-11w-42nd-street,"skim and prep existing wall conditions",50,50,,,Open,11985,0,11985,"Provide labor and material to skim and prep existing wall conditions per Brent’s request  (email on 9/4/19)
Carpentry= 2 men 35 hours each= 70 x $165=$11,550
Material $435
Total= $11,985",,,,,,,,,,,,,
3766,19-025-pmc-475-5th-ave,"2nd floor Temp Frames",3,3,,Paid,Closed,3255,3255,0,"Provide labor and material to reframe openings to accept kick door frames, doors and hardware that we provided. In location #3 we had to reframe opening from a 5 x 7 to a 3 x 7 as we could not get a 5 x 7 in time. These openings will need to be re-framed when new doors and frames arrive and this is not included in this scope
carpentry (for reframing)= 7 hours x $165= $1155
Material/ Hollow metal = $2100
Total= $3255",,,,,,,,,,,,,
3768,19-025-pmc-475-5th-ave,"2nd floor Cycolorama Wall",4,4,,Paid,Closed,3780,3780,0,"Provide labor and material to extend cycolorama wall at 2 areas per Elysiums request
2 carp 7 hours each= 14 hours x $165= $2310
1 taper 7 hours x $160= $1120
Material= $350
Total= $3780",,,,,,,,,,,,,
3773,18-025-nordstrom,"Ticket 3544 1776",321,320,,Paid,Closed,5840,5840,0,"Ticket 3544 1776
Provide labour and manpower to close the pass through area between 1776 Broadway and 225. Patch ceilings and walls around the fire shutter door. We had to store material on 6th floor of 225, so we had to bring it down via elevator,
As per email from Colin 9/3
2 Carpenters 12hrs $3960
1 Taper 8hrs $1280
Material $600
Total $5840
",,,,,,,,,,,,,
3775,18-025-nordstrom,"Ticket 3545 1776",322,321,,Paid,Closed,3050,3050,0,"Ticket 3545
Provide labor and material to patch shaft and install fire rated access door in the staircase outside Wolf,
As per email from Tomas 9/4
1 Carpenter 8hrs $1320
1 Taper 4hrs $640
Access Door $970
Material $120
Total $3050",,,,,,,,,,,,,
3777,18-025-nordstrom,"Ticket 3547 1776",323,322,,Paid,Closed,3030,3030,0,"Ticket 3547 1776
Provide labor and material to build soffit above the bench on the 4th floor (not on the drawings)
Relocate the lights in the high ceiling into the soffit and patch old light locations.
As per email Frank 9/5 (Per Ctrkl Direction on 4th floor
2 Carpenters 8hrs $2640
Material $390
Total $3030
",,,,,,,,,,,,,
3779,18-025-nordstrom,"Ticket 3548 1776",324,323,,Paid,Closed,3090,3090,0,"Ticket 3548 1776
Provide labor and material to patch and install access doors for water meter room.
As per Email Frank 9/3
2 Carpenters 8hrs $2640
Access Door $330
Material $120
Total 3090",,,,,,,,,,,,,
3781,18-025-nordstrom,"Ticket 3549 225",325,324,,Paid,Closed,2254,2254,0,"Ticket 3549 225
Provide labor and material to repair 2 walls in service studio 4-09.
Walls were hit with lifts and base was unable to be installed.
As per email from Paddy 9/4
1 Carpenter 8hrs $1320
1 Taper 4hrs $640
Material $294
Total $2254",,,,,,,,,,,,,
3783,18-025-nordstrom,"Ticket 3640",326,325,,Paid,Closed,1510,1510,0,"Ticket 3640 1790
Provide labor and material to patch exterior wall on 3rd floor in the North West corner of the occupied space.
As per Email from Derry 8/3
2 Carpenter 3hrs, $990
1 taper 2hrs, $320
Material $200
Total $1510",,,,,,,,,,,,,
3785,18-025-nordstrom,"Ticket 3641",327,326,,Paid,Closed,0,0,0,"Ticket 3641 1790
Provide labor and material to rebuild walls and shafts within the temp enclosure around the stairs, 
We had to previously clear all materials, tools, bakers etc. out of the building in perpetration for TCO test, so we had to bring everything we need for rebuild these walls specifically for this job.

8/28 2 Carpenters 8hrs
8/29 2 carpenters 8hrs
8/30 2 carpenters 8hrs
9/4 3 carpenters 10hrs
9/5 2 carpenters 10hrs
9/12 2 carpenters 8hrs
9/13 2 carpenters 8hrs
146hrs = $24090
Material $3600
Total $27690",,,,,,,,,,,,,
3787,18-025-nordstrom,"Ticket 3642 225",328,327,,Paid,Closed,885,885,0,"Ticket 3642 225
Provide labor and material to cut out return air opening in the stock room on the 4th floor.
As per email from Tomas 8/29 ((Per PSF Request))
1 Carpenter 5hrs $825

Material $60
Total $885
",,,,,,,,,,,,,
3789,18-025-nordstrom,"Ticket 3643 1790 ",329,328,,Paid,Closed,3036,3036,0,"Ticket 3643 1790
Provide labour and material to do miscellaneous extras on the 2nd floor of 1790.
As per Tomas email 8/29

8/29 1 Carpenter 8hrs $1320 
8/30 1 Carpenter 8hrs  $1320
Labor $396
Total $3036",,,,,,,,,,,,,
3791,18-025-nordstrom,"Ticket 3644 1790",330,329,,Paid,Closed,4490,4490,0,"Ticket 3644 1790
Provide labor and material to patch inside of elevator shaft on Overtime,
As per email from Derry 8/2

8/29 2 Carpenters 5hrs OT
9/4 2 Carpenters 4hrs OT
Labor $4050
Material $440
Total $4490",,,,,,,,,,,,,
3793,18-025-nordstrom,"Ticket 3645 1790",331,330,,Paid,Closed,0,0,0,"Ticket 3645 1790
We were told on Friday evening, before labor day weekend that there will be a TCO inspection Tuesday, so were instructed by Mike to come in Saturday and Sunday to make sure everything was patched again on both floors of 1790,

8/31 10Carpenters 8hrs, 80hrs $18000
4 tapers 12hrs, 48hrs, $10320

9/1 1 Taper 8hrs, $1240
Material $2800
Total $32360",,,,,,,,,,,,,
3795,18-025-nordstrom,"Ticket 3646 225",332,331,,Paid,Closed,1155,1155,0,"Ticket 3646 225
Provide labor to fix door frames, 4-08B + 5-02B, Both door frames had an anchored  post in the middles of the opening thatbhad been hit hard by a man lift, we had to re-set the posts on both floors,
As per email from Colin 
9/3
1 Carpenter 7hrs $1155",,,,,,,,,,,,,
3797,18-025-nordstrom,"Ticket 3647 225",333,332,,Paid,Closed,9190,9190,0,"Ticket 3647 225
Provide labor and material on Overtime to expedite the high ceiling next to the wave wall on 4 + 5,
9/4
6 Carpenters 4hrs
3 Tapers 5hrs
9/5 
4 Carpenters 4hrs
3 Tapers 5grs
9/6 
2 carpenters 3hrs
4 Tapers 5hrs
9/11
2 Carpenters 8hrs
9/12
2 Carpenters 8hrs
9/13
2 Tapers 8hs
9/14
2 Tapers 8hrs
 
Carpenters 78hrs, $4680
Tapers 82, $4510
Total $9190",,,,,,,,,,,,,
3800,18-025-nordstrom,"Ticket 3648 225",334,333,,Paid,Closed,6660,6660,0,"Ticket 3648 225
Provide labor and material to install 2 access doors in the high finish ceiling and install 5 additional access doors on the opposite side of the changing rooms in the freight area. Also patching around access doors.
As per email from Tomas 9/3
9/4 1 Carpenter 10hrs
9/5 1 Carpenter 8hrs
1 Taper 8hrs
$4250
Material $2410
Total $6660",,,,,,,,,,,,,
3802,18-025-nordstrom,"Ticket 3649 225",335,334,,Paid,Closed,1320,1320,0,"Ticket 3649 225
Provide labor to take hardware off a door and install on door E05-07 for Fire alarm sign off.
As per Email from Colum 9/6
1 Carpenter 8hrs $1320",,,,,,,,,,,,,
3804,19-016-hps-investment-partners,"Ticket #2040",20,2040,,,Open,3890,0,3890,"Ticket #2040
Frame and sheetrock and patch and tape electrical closets on 6th and 7th floor as per JTM
2 carp 7 hours each= 14 hours x $165= $2310
1 taper 8 hours x $160= $1280
Material= $300
Total= $3890
",,,,,,,,,,,,,
3806,19-016-hps-investment-partners,"Ticket #2038",21,2038,,,Open,2880,0,2880,"Ticket #2038
As per JTM work OT to expedite work on installing wood ceilings on 6th floor
1 foreman 8 hours x $65= $520
5 tapers 8 hours each= 40 hours x $59= $2360
Total= $2880
",,,,,,,,,,,,,
3808,19-016-hps-investment-partners,"Ticket #2032",22,2032,,,Open,1320,0,1320,"Ticket #2032
As per JTM tapers work O.T on Sat to expedite job
Agreed via text 8/23/19
3 tapers 8 hours each= 24 x $55= $1320
",,,,,,,,,,,,,
3810,18-025-nordstrom,"Ticket 3700 225",336,335,,Paid,Closed,5080,5080,0,"Ticket 3700 225
Provide labor and material to dire rate around section of Duct work in stock room 4.13B.
As per email from Paddy 8/31
2 Carpenters 10hrs, $3300
1 Taper 8hrs, $1280
Material $500
Total $5080
",,,,,,,,,,,,,
3812,18-025-nordstrom,"Ticket 3701 Bar Verde",337,336,,Paid,Closed,3560,3560,0,"Ticket 3701 Bar Verde
Provide labor and material to install additional access doors and patching in Bar Verde.
Access doors in ceiling of closet.
Access door in cooking area
Patching and access doors installed in freight area for valves.
As per walkthrough with Tomas. 
Email to follow
1 Carpenter 8hrs $1320
1 Taper 8hrs $1280
Material $960
Total $3560",,,,,,,,,,,,,
3814,18-018-tradeweb,"Cut in vision panel ",2,2,,,Open,2140,0,2140,"Provide labor and material to cut in vision panel and install base per Email for work performed Sat 9/21

1 carp 8 hours x $205= $1640
Material/delivery= $500
Total= $2140",,,,,,,,,,,,,
3815,18-025-nordstrom,"Ticket 3702 1776",338,337,,Paid,Closed,2800,2800,0,"Ticket 3702 1776
Provide labor and material to relocate access door on first floor by the fire rated pass through. Also relocate speakers on first floor. Also Provide labor to cut an outlet in the fiberglass  colum.
As per Frank to Lee,
1 Carpenter 8hrs, $1320
1 Taper 8hrs $1280
Material $200
Total $2800",,,,,,,,,,,,,
3817,18-025-nordstrom,"Ticket 3703 Wolf",339,338,,Paid,Closed,4050,4050,0,"Ticket 3703 Wolf
Provide labor to remove 9 Wood ceiling and reinstall after strobes were relocated, Reframe ceilings and reinstall ceiling grid on Overtime (Saturday)
As per email from lucas to Lee, 9/13
2 Carpeters 9hrs each on OT, $4050  ",,,,,,,,,,,,,
3819,18-025-nordstrom,"Ticket 3704 1776",340,339,,Paid,Closed,825,825,0,"Ticket 3704 1776
Provide labor to cut out lets in base on second floor of 1776.
As oer email from Frank to Lee 9/14
1 Carpenter 5hrs, $825",,,,,,,,,,,,,
3821,18-025-nordstrom,"Ticket 3705 1790",341,340,,Paid,Closed,4200,4200,0,"Ticket 3705 1790
Provide labor to expedite the ceiling and walls inside the temp wall area,
9/13 
2 Carpenters 8hrs, $960
1 Taper 8hrs, $440
9/14
4 Carpenters 8hrs, $1920
2 Tapers 8hrs, $880

 Total $4200",,,,,,,,,,,,,
3823,18-025-nordstrom,"Ticket 3706 225",342,341,,Paid,Closed,5700,5700,0,"Ticket 3706 225
Provide labor on Premium time to mark the department boundaries. 
As per E-mail from Mike 9/6
2 Carpenters 10hrs premium (Sunday) $5700",,,,,,,,,,,,,
3825,18-025-nordstrom,"Ticket 3707 225",343,342,,Paid,Closed,3490,3490,0,"Ticket 3707 225
Provide labor and material to build  plywood box on 4th floor bridge. As per E-mail from Paddy 9/11
2 Carpenters 7hrs OT, (Night Shift) $3150
Material $340
Total $3490",,,,,,,,,,,,,
3827,18-025-nordstrom,"Ticket 3708 225",344,343,,Paid,Closed,1320,1320,0,"Ticket 3708 225
Provide labor to install hardware (cylinders) in stiarway doors on 4, 5 and 6th floors.
As per email from Mike to Lee 9/16
1 Carpenter 8hrs $1320",,,,,,,,,,,,,
3829,18-025-nordstrom,"Ticket 3709 225",345,344,,Paid,Closed,2300,2300,0,"Ticket 3709 225
Provide labor and material to patch sheetrock in stock rom.
4-13B and 5-10B. This is where the concrete pump was removed. (Lendlease)
As per text from Paddy 9/17
1 Carpenter 8hrs $1320
1 Taper 5hrs, $800
Material $180
Total $2300",,,,,,,,,,,,,
3831,18-025-nordstrom,"Ticket 3710 1776",346,345,,Paid,Closed,1460,1460,0,"Ticket 3710 1776
Provide labor and material to patch and re-fireproof inside the fire pump C-01.
As per Frank
1 Carpenter 8hrs, $1320
Material $140
Total $1460",,,,,,,,,,,,,
3833,18-025-nordstrom,"Ticket 3711 1776",347,346,,Paid,Closed,1005,1005,0,"Ticket 3711 1776
Provide labor and material to sheetrock wall inside the existing door in the main lobby. Not on the drawing wall type F14( Rock on one side) 
As per Frank
1 Carpenter 5hrs, $825
Material $180
Total $1005",,,,,,,,,,,,,
3835,18-025-nordstrom,"Ticket 3546 1776",348,347,,Paid,Closed,8540,8540,0,"Ticket 3546 1776 Bulletin 111
Provide labor and material to build room around the elevator pit in the cellar of 1776. Material had to be stored on the 6th floor of 225, we had to bring material down in separate trips via elevator, bring out onto street and bring back into 1776,
8/29 1 Carpenter 8hrs, $1320
8/30 1 Carpenter 8hrs, $1320
9/3 1 Carpenter 10hrs, $1650
9/4 1 Carpener 10hrs, 1650
9/5 1 Carpenter 8hrs, $1320
9/6 1 taper 8hrs, $1280
Total Labor $8540",,,,,,,,,,,,,
3837,18-025-nordstrom,"Ticket 3712 1790",349,348,,Paid,Closed,0,0,0,"Ticket 3712 1790
Provide labor and material to install access door (8 additional ) patch and relocate speakers (Saturday OT)
As per Tomas 
4 Carpenters 8 hours OT, $7200
2 Tapers 8 hours OT, $3440
Material including 8 access panels $3120
Total $13760",,,,,,,,,,,,,
3839,19-016-hps-investment-partners,"Ticket #2033",23,2033,,,Open,880,0,880,"Ticket #2033
As per JTM work overtime (sat) to expedite work
2 tapers 8 hours each= 16 x $55= $880
",,,,,,,,,,,,,
3841,19-016-hps-investment-partners,"Ticket #2035",24,2035,,,Open,1890,0,1890,"Ticket #2035
As per JTM remove paper towel accessories in powder rooms on 6th floor move opening over to align with floor joint. cut out studs- reframe- bead Spackle and reinstall accessories
1 carp 8 hours x $165= $1320
1 taper 2 hours x $160= $320
Material= $250
Total= $1890",,,,,,,,,,,,,
3843,19-016-hps-investment-partners,"Frame supports for Ecofron ceiling tile",25,25,,Paid,Closed,7350,7350,0,"Provide labor and material to frame supports for ecofron ceiling tile to support speaker so it can be recessed
10 locations at 4 hours each= 40 x $165= $6600
(alternate= $8200)
Material= $750
Total= $7350

alternate OT price= $8950","spray of tile by others
not responsible for damage to sonospray",,,,,,,,,,,,
3848,18-022-10th-floor-corridors,"flush base",20,20,,Paid,Closed,5760,5760,0,$5800,,,,,,,,,,,,,
3861,19-024-century-21-phase-2,"Exposed steel columns",7,7,,Paid,Closed,5230,5230,0,"Provide labor and material to frame and sheetrock exposed steel columns at old escalator area on 3rd floor
2 carp 10 hours each= 20 x $165= $3300
1 taper 8 hours x $160= $1280
Material= $650
Total= $5230",,,,,,,,,,,,,
3863,19-009-mendez-mount-750-7th-ave,"Remove Door and frame and install on 23rd floor",23,23,,Paid,Closed,2910,2910,0,"Provide labor and material to remove door and frame and install on 23rd floor
1 carpenter 10 hours= $1650
1 taper 6 hours= $960
Material= $300
Total= $2910",,,,,,,,,,,,,
3864,18-025-nordstrom,"Bulletin 129",350,349,,Paid,Closed,10944,10944,0,"Bulletin 129 1776
4th Floor
Hallway 4-D02 Relocate furred Wall, 2 Carpenters 14hrs ea, $4620
1 Taper 7hrs, $1120
Material $600
 
Replace Door Covered in Ticket 3527
 
4-12 Lower Ceiling, 1 Carpenter 4hrs, $660
Material $40
  
4-12 add access panel, $976

4-08, Add 3 access panels $2928
 
Total $10944
  ",,,,,,,,,,,,,
3867,18-025-nordstrom,"Bulletin 133",351,350,,Paid,Closed,4310,4310,0,"Bulletin 133
Provide and install 2 Governor 30"" x 30"" access panels for 6th floor,
 
Expedite doors $400
2 30 x 30 Governor Doors, $800ea, $1600
2 Carpenters 7hours, $2310
Total $4310",,,,,,,,,,,,,
3868,19-002-cit-11w-42nd-street,"Laminate 30 LF of existing beams",51,51,,,Open,4060,0,4060,"Provide labor and material to laminate 30 LF of existing beams on NE section of 13fl per email on 9/27
Carpentry= $2640
Taping= $1120
Material= $300
Total= $4060",,,,,,,,,,,,,
